text,label,source,writing_style
Ya jehél ....,negative,kaggle_moroccan_sentiment,mixed
Rajel walah,positive,kaggle_moroccan_sentiment,mixed
Emmarek tfoh 3lihom 7achekom,negative,kaggle_moroccan_sentiment,mixed
Laaaaaaaaaa mns7kch hada kaysla7 lbchra ljafa omachi ltartib howa gha ky9wi l7ajiz dlbcha ila kan mahlok,negative,huggingface_darija_reviews,Arabizi
Makhyeb dhohktouu,negative,kaggle_moroccan_sentiment,mixed
monafe9 w kadeb,negative,kaggle_moroccan_sentiment,mixed
Machalllah,positive,kaggle_moroccan_sentiment,mixed
sa7bi ya3tik isa7a,positive,kaggle_moroccan_sentiment,mixed
"mouch rajel""",negative,kaggle_moroccan_sentiment,mixed
ja3four moumathel tayara w etwansa el kol y7ebouh . w inchalah min 7asen ila a7sen,positive,kaggle_moroccan_sentiment,mixed
يسكر مع خميس قصيلة في حلق الوادي ، هذا الطحان,negative,kaggle_moroccan_sentiment,mixed
أشكون هالعبيثة هاذي زادة,negative,kaggle_moroccan_sentiment,mixed
برافووووا وليد قلت كلمة حق وعبرت على راي نص الشعب التونسي,positive,kaggle_moroccan_sentiment,mixed
Masta ou nawfel massit ou 9anet il 7iwar masta,negative,kaggle_moroccan_sentiment,mixed
Ma7lek wallah,positive,kaggle_moroccan_sentiment,mixed
توحشانااااااااااكم برشااااااااا,positive,kaggle_moroccan_sentiment,mixed
3saaalll 3salll 3sal wlh nour habet 3lik alah wa7ad nahthawiya w 3lik lklem ma7lek #Mme_me7erziya  wahertek wa7adha ♥♥♥♥♥♥,positive,kaggle_moroccan_sentiment,mixed
5iiiiit brabi na7iyouh,negative,kaggle_moroccan_sentiment,mixed
فلم أكثر من رائع الاسره المغربيه الاصليه,positive,huggingface_darija_reviews,Arabic
تبارك الله في المستوى كيف ما عودتينا,positive,huggingface_darija_reviews,Arabic
Tffoooo,negative,kaggle_moroccan_sentiment,mixed
"ماسطة تقتل بالمساطة""",negative,kaggle_moroccan_sentiment,mixed
bravo layla echebi  o9tolhom bdem bered,positive,kaggle_moroccan_sentiment,mixed
bfffff maaaaaaaaaaaaaaaaaset laaaaaaaaaaaaaaaaaset,negative,kaggle_moroccan_sentiment,mixed
Raw3a.   Mahlahoum,positive,kaggle_moroccan_sentiment,mixed
kolkom emas5in,negative,kaggle_moroccan_sentiment,mixed
راك ماسط راك  لاسط,negative,kaggle_moroccan_sentiment,mixed
فنان و  عليه الكلام ، عبرة لمن يعتبر في الاخلاق .,positive,kaggle_moroccan_sentiment,mixed
موديلات زوينين,positive,huggingface_darija_reviews,Arabic
Borjliya 3ejbetni ENA la9ta,positive,kaggle_moroccan_sentiment,mixed
wow sumsung 22 ULTRA,positive,huggingface_darija_reviews,Arabizi
Ena bekitni .bravo,positive,kaggle_moroccan_sentiment,mixed
Tfooooh,negative,kaggle_moroccan_sentiment,mixed
mahleha,positive,kaggle_moroccan_sentiment,mixed
BRAVOOOOOOOOOOO,positive,kaggle_moroccan_sentiment,mixed
تافه و منحط ملا شلاكة جايبنو توا هذا يضحك!!!!! ما مسخفيني كان المساجين الحبس و زيد هالفوgيرة الماسطة,negative,kaggle_moroccan_sentiment,mixed
السلام عليكم حتى أنا عندي نفس المشكل,negative,huggingface_darija_reviews,Arabic
Amin gara yeser tefah,negative,kaggle_moroccan_sentiment,mixed
معلم يا مقداد... ثفافة وضمار ولسان طويل في الحق ... ربي يحفظك ويعليك على من يعاديك,positive,kaggle_moroccan_sentiment,mixed
شيحكي هالابله,negative,kaggle_moroccan_sentiment,mixed
M3alem wakahaw,positive,kaggle_moroccan_sentiment,mixed
Ana nehibha bezaf,positive,kaggle_moroccan_sentiment,mixed
hahhahahahahha ta3jabni  :*,positive,kaggle_moroccan_sentiment,mixed
تحياتي لهاتة الاستاذة. انا شخصيا درست عندها بكلية الحقوق بصفاقس .استاذة عظيمة.وما  الاعاقة الا اعاقة الاخلاق و المبادئ.,positive,kaggle_moroccan_sentiment,mixed
لطفي العماري إبليس في شكل إنسان ! غبي و أحمق و جاهل يدعي العلم وهو لا علاقة له لا بالعلم و لا الإعلام قضى طفولة سيئة و كان  منبوذا من أبناء جيله و أصدقاء المدرسة لم يتقبلونه لغبائه و حقده على أترابه وكان يكره التربية الإسلامية ،سأكتفي بهذا حتى يأتي ما يخالفه,negative,kaggle_moroccan_sentiment,mixed
Wa7dek ya m3alem,positive,kaggle_moroccan_sentiment,mixed
malla  ra7a men hek sa5ta  el masseeèt  chakib derwich,negative,kaggle_moroccan_sentiment,mixed
انا نحبها بارشا ااااا ممثلة بارعة,positive,kaggle_moroccan_sentiment,mixed
أمسط منو مفماش و شنية مشكلتو مع النهضة ملا  رجعي,negative,kaggle_moroccan_sentiment,mixed
Bravo wlh,positive,kaggle_moroccan_sentiment,mixed
عندها صوت حلو برشااا تابعتها في ستار أكاديمي... صوتها بالخليجي روووووعة,positive,kaggle_moroccan_sentiment,mixed
hhhhh Bravo sami 3ajbniii barcha دنيا اخرى,positive,kaggle_moroccan_sentiment,mixed
المعلم ولد الشعب,positive,kaggle_moroccan_sentiment,mixed
Ma5yabha,negative,kaggle_moroccan_sentiment,mixed
Ya5ouya mamstouuuuu,negative,kaggle_moroccan_sentiment,mixed
Mamestou w marakou,negative,kaggle_moroccan_sentiment,mixed
Bravo :'(,positive,kaggle_moroccan_sentiment,mixed
Ti bara raye7 ya tha3lab sa7ra ya miboun elja7im,negative,kaggle_moroccan_sentiment,mixed
Ya sourek ya 5oumej tbi3ou fi gerd tath7kou 3l cherih,negative,kaggle_moroccan_sentiment,mixed
نور  شيبه ديما متالق ديما يصنع الجو و ربوخ وهره و قد و صوت,positive,kaggle_moroccan_sentiment,mixed
يا معلم طلعة رااااااااااجل .قسما بالله موقفك لليلة لو كان نشوفك تعبد في بقرة نپقى نحترمك ما حايية  براااااااااافووووووووو,positive,kaggle_moroccan_sentiment,mixed
مقرف، مستوى متحط، لأول مرة أجد نفسي متعاطف مع النهضة، إضطررت لتغيير القناة لأنه سبب لي الغثيان,negative,kaggle_moroccan_sentiment,mixed
Alah wahad,positive,kaggle_moroccan_sentiment,mixed
قلة تربية لا أكثر لا أقل,negative,kaggle_moroccan_sentiment,mixed
chbik maset el bereh eddrama athret 3lik,negative,kaggle_moroccan_sentiment,mixed
Maset barcha,negative,kaggle_moroccan_sentiment,mixed
Ye3jebni w bravo 3ebdelli (y),positive,kaggle_moroccan_sentiment,mixed
أنا نحب أولاد مفيدة,positive,kaggle_moroccan_sentiment,mixed
bravo manel amara,positive,kaggle_moroccan_sentiment,mixed
masset,negative,kaggle_moroccan_sentiment,mixed
"كذاب واضح عليه 8 سنين ضحك علاها 
طحان و لحاس
قناه الدعاره
ما يجيي شيييييييي",negative,kaggle_moroccan_sentiment,mixed
من احسن متاخديهش كان عندي وخسر مكمل حتى العام,negative,huggingface_darija_reviews,Arabic
"Sa7bi kafon m3allem dima blastek honi w fi kol el baramej 
bittawfik
Wahdek ya walid nahitli 5amja 3la 9albi.....
مش عادية برافو
فنانة
Bekketni m3aha",positive,kaggle_moroccan_sentiment,mixed
La qualité,positive,huggingface_darija_reviews,Arabizi
yaser 7lwa w te3jebni bon courage marwa,positive,kaggle_moroccan_sentiment,mixed
Klamo s7i7,positive,kaggle_moroccan_sentiment,mixed
pfffff ma5yebha za7,negative,kaggle_moroccan_sentiment,mixed
"زياد برجي من اروع الاصوات في العالم العربي
a7la aichoucha :*
A7la 7al9a
تهبّل تقتل
ممثل مبدع ربي اوفقك وبرافو علي كلامك
توفيق انسان فاهم كل شئ وصريح ومعبر جدا بحركات وجهه لا يقدر عليها كل إنسان لا ينافق وأنه يعرض مسرحياته فالسجون فهذا عمل يشكر عليه وهو وصل لدرجة الحقد على النهضة لما صرنا إليه من ألم وحزن بحكم هذا الحزب المقنع
Te3jebni
karim elgharbii yaser tayarA
behya 3andi ena w n7ebha tkamel haka w nchallah betawfi9
eni n7bha
انا في دبي و نتفرج فيه كل يوم مسلسل  حوماني تونسي عالمي
لطفي الي حلى الحلقة معلم""",positive,kaggle_moroccan_sentiment,mixed
Rui غير تلات نجوم,negative,huggingface_darija_reviews,Arabic
محرزية العبيدي تتحول  إلى حداثية عرجاء مشوهة تتقن إزدواجية الخطاب....,negative,kaggle_moroccan_sentiment,mixed
Hhhhhhh hhhhhhh ya3teha saha,positive,kaggle_moroccan_sentiment,mixed
عالم منافق,negative,kaggle_moroccan_sentiment,mixed
echi5 el kalb,negative,kaggle_moroccan_sentiment,mixed
لطفي  و أولاد النهدي الكل كلاب,negative,kaggle_moroccan_sentiment,mixed
Bravo,positive,kaggle_moroccan_sentiment,mixed
تعجبني برشة مريومة,positive,kaggle_moroccan_sentiment,mixed
9dech waliiit teeefeh ya sami,negative,kaggle_moroccan_sentiment,mixed
واصل هكا و انشاء الله ديما متألق,positive,kaggle_moroccan_sentiment,mixed
masit w rkik !!!,negative,kaggle_moroccan_sentiment,mixed
شاااارف ...خااارف,negative,kaggle_moroccan_sentiment,mixed
Vraiment motrba wa3leha leklem bravo,positive,kaggle_moroccan_sentiment,mixed
انا في الحقيقة ماشي من محبين الايفون و لكن مكرهناش دير لينا (المميزات و العيوب ديالو),negative,huggingface_darija_reviews,Arabic
هاهوا مقداد الماسط.اوووه ملا مرج,negative,kaggle_moroccan_sentiment,mixed
ملاعين أسأل الله العظيم رب العرش الكريم أن لا يبلغكم رمضان إلا وقد حلت عليكم مصيبة ياسبب هلاك البلاد والعباد,negative,kaggle_moroccan_sentiment,mixed
Bayrem wa7dek.,positive,kaggle_moroccan_sentiment,mixed
اللون الرمادي جميييييل,positive,huggingface_darija_reviews,Arabic
Rabiiii yberik Fik entiii enseeen ndhiif w 5alou9 rabiii ye7mik w yostrek,positive,kaggle_moroccan_sentiment,mixed
Karim ya m3allim,positive,kaggle_moroccan_sentiment,mixed
روعه والله,positive,kaggle_moroccan_sentiment,mixed
bsara7a mamestou mouch dhamer 7atta tarf mechi f belou tawa houwa 5fif dam w houwa arzen menou mafamech,negative,kaggle_moroccan_sentiment,mixed
ما عمره ما ينجم يكون اعلامي حتى لين يتعلم يكون حيادي,negative,kaggle_moroccan_sentiment,mixed
RIM 3SAL,positive,kaggle_moroccan_sentiment,mixed
bhim barcha damo rzin,negative,kaggle_moroccan_sentiment,mixed
Machaallah. Aliek. Ya. Beya,positive,kaggle_moroccan_sentiment,mixed
برافو وليد التونسي خليتهم مثليين في بعضهم وخرجت عملت بالراي برافو 👍,positive,kaggle_moroccan_sentiment,mixed
Aicha ta7founa w ta3jabeni bravo,positive,kaggle_moroccan_sentiment,mixed
امسط و اخيب قناة ريتها في حياتي. وجوه لوح الي تجيبو فيهم . تشجعو عالجهويات.  ملا قناة كلبة. كعبة لا,negative,kaggle_moroccan_sentiment,mixed
Bhima,negative,kaggle_moroccan_sentiment,mixed
انت معلّم و احنا منّك نتعلّم,positive,kaggle_moroccan_sentiment,mixed
Bravo  ناجي جلول,positive,kaggle_moroccan_sentiment,mixed
الا البشره ديالك دهنيه نوووووون نووووو ، غاتولي تقطري بالزيت,neutral,huggingface_darija_reviews,Arabic
La Gamme khaaatiiiraaa Bzaf Ms GhaaLYa Bzaaaaf,neutral,huggingface_darija_reviews,Arabizi
ووووووووو ما اجملك,positive,kaggle_moroccan_sentiment,mixed
بنجاح وتوفيق,positive,kaggle_moroccan_sentiment,mixed
Mala 3ssal,positive,kaggle_moroccan_sentiment,mixed
ياسر ظارباتو في روحها,negative,kaggle_moroccan_sentiment,mixed
zeyed ye ja3four jawek wa7do,positive,kaggle_moroccan_sentiment,mixed
Wallahi 3ssal :D,positive,kaggle_moroccan_sentiment,mixed
Rim dima mwahra w ma7leha booo zinek haw nsa wala lwa7 :* <3,positive,kaggle_moroccan_sentiment,mixed
احسن واحد  في البرنامج  ربي ينورلك حياتك هشام الخلصي,positive,kaggle_moroccan_sentiment,mixed
ماسط مانحباش,negative,kaggle_moroccan_sentiment,mixed
A7la kafon,positive,kaggle_moroccan_sentiment,mixed
الفة نحبو جديدك رانا نستنوو,positive,kaggle_moroccan_sentiment,mixed
جعفور والله معلم وكامل أكيكا وربي معاك ♥♥♥,positive,kaggle_moroccan_sentiment,mixed
مسلسل قوي,positive,kaggle_moroccan_sentiment,mixed
يومين قبل لعيد تنسافر مع لولاد وتندوزو سيمانة د كونجي ب 5 آلاف درهم بعاد على لحوالا,positive,hespress_manual_khalid,Arabic
ya ka7ba,negative,kaggle_moroccan_sentiment,mixed
صراحة عبد الله فركوس احسن ممثل والافلام المغربية كلها زوينة أخوكم من الجزائر,positive,huggingface_darija_reviews,Arabic
nawfel mtrobi wa rajel 3likom,positive,kaggle_moroccan_sentiment,mixed
"Mra tounsya mo7tarma brcha tbrkalah 3leha,",positive,kaggle_moroccan_sentiment,mixed
زوين بزاف داك الغوز معرفتش علاش مبقاوش يجيبهم,positive,huggingface_darija_reviews,Arabic
rajel ... point a la ligne,positive,kaggle_moroccan_sentiment,mixed
كريم يا معلم,positive,kaggle_moroccan_sentiment,mixed
Bsarraha dhhorli tefah barcha w fekra tefhaa barchaa  majouch hlow jemlaa,negative,kaggle_moroccan_sentiment,mixed
Ta7on,negative,kaggle_moroccan_sentiment,mixed
كما العادة ديما الجديد ولا اروع,positive,huggingface_darija_reviews,Arabic
مقداد بلاهي أرزن هه راجل كبير راك,negative,kaggle_moroccan_sentiment,mixed
raw3aa,positive,kaggle_moroccan_sentiment,mixed
يوخياني خرجوه عليا هالهم مقداد السهيلي ركبني لعصاب بربي شكون حطو نقيب هذا... هالانسان مصاب بمرض نفسي نادر ...راهو ماسط لاسط .. فالو نقيب يكب سعد العار... عمرنا ما سمعنا نقيب في مصر والا لبنان والا اي دولة نحاو انخراط فنان رغم العرى والقرا والانحطاط الي عندهم ... بالعكس يدافعو على فنانيهم لاخر لحظة وشفنا موقف اشرف زكي مع الفنانة ميرهان حسين قلب الدنيا وقريب يردها قضية راي عام ... كان ينجم هالعبقري مقداد سهيلي مثلا يعطيها انذار والا توبيخ .. وزيد ياخي ما شافش منال عمارة والا زازا والا غيرهم .. كلهم كي بعضهم .. اكيد بش تجي براسو هالعملة ويطيح فيه دعاء توانسة لكل .  ويا وخياني ممسطو هههه,negative,kaggle_moroccan_sentiment,mixed
Bsaraha mkatel dohk .bravoooo,positive,kaggle_moroccan_sentiment,mixed
m7lekom,positive,kaggle_moroccan_sentiment,mixed
